Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type
police,9.26,9,15 TOPICS crime TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
lawyer,9.26,9,15 TOPICS crime TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
bail,9.26,9,15 TOPICS crime TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
prison,9.26,9,15 TOPICS crime TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
police,9.26,9,15 TOPICS crime TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
offender,9.26,9,15 TOPICS crime TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
witness,9.26,9,15 TOPICS crime TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
jury,9.26,9,15 TOPICS crime TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
court,9.26,9,15 TOPICS crime TEEN,960.0,756.0,"(4, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
defendant,9.26,9,15 TOPICS crime TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS crime TEEN,Regular
clue,6.26,6,16c SCHOOL Science Hot & Cold,960.0,540.0,"(3, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
sun,6.26,6,16c SCHOOL Science Hot & Cold,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
tea,6.26,6,16c SCHOOL Science Hot & Cold,137.14,324.0,"(2, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
coffee,6.26,6,16c SCHOOL Science Hot & Cold,411.43,324.0,"(2, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
predict,6.26,6,16c SCHOOL Science Hot & Cold,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
find,6.26,6,16c SCHOOL Science Hot & Cold,137.14,972.0,"(5, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
think,6.26,6,16c SCHOOL Science Hot & Cold,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
listen,6.26,6,16c SCHOOL Science Hot & Cold,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
look,6.26,6,16c SCHOOL Science Hot & Cold,960.0,972.0,"(5, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
snowman,6.26,6,16c SCHOOL Science Hot & Cold,960.0,108.0,"(1, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
weather,6.26,6,16c SCHOOL Science Hot & Cold,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
rain,6.26,6,16c SCHOOL Science Hot & Cold,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
cloud,6.26,6,16c SCHOOL Science Hot & Cold,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
fire,6.26,6,16c SCHOOL Science Hot & Cold,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
wind,6.26,6,16c SCHOOL Science Hot & Cold,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
temperature,6.26,6,16c SCHOOL Science Hot & Cold,960.0,108.0,"(1, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
idea,6.26,6,16c SCHOOL Science Hot & Cold,960.0,324.0,"(2, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
hot,6.26,6,16c SCHOOL Science Hot & Cold,411.43,540.0,"(3, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
cold,6.26,6,16c SCHOOL Science Hot & Cold,137.14,540.0,"(3, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
water,6.26,6,16c SCHOOL Science Hot & Cold,685.71,324.0,"(2, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
measure,6.26,6,16c SCHOOL Science Hot & Cold,960.0,756.0,"(4, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
discover,6.26,6,16c SCHOOL Science Hot & Cold,411.43,972.0,"(5, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
different,6.26,6,16c SCHOOL Science Hot & Cold,685.71,540.0,"(3, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
wow!,6.26,6,16c SCHOOL Science Hot & Cold,137.14,756.0,"(4, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
shiver,6.26,6,16c SCHOOL Science Hot & Cold,685.71,756.0,"(4, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
fun,6.26,6,16c SCHOOL Science Hot & Cold,411.43,756.0,"(4, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
count,6.26,6,16c SCHOOL Science Hot & Cold,685.71,972.0,"(5, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
sweat,6.26,6,16c SCHOOL Science Hot & Cold,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16c SCHOOL Science Core -> 16c SCHOOL Science Expanded Index -> 16c SCHOOL Science Hot & Cold,Regular
game,9.26,9,08x LEISURE gaming expanded TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
headset,9.26,9,08x LEISURE gaming expanded TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
team,9.26,9,08x LEISURE gaming expanded TEEN,960.0,756.0,"(4, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
controller,9.26,9,08x LEISURE gaming expanded TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
online,9.26,9,08x LEISURE gaming expanded TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
save,9.26,9,08x LEISURE gaming expanded TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
joystick,9.26,9,08x LEISURE gaming expanded TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
play,9.26,9,08x LEISURE gaming expanded TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
hard,9.26,9,08x LEISURE gaming expanded TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
charge,9.26,9,08x LEISURE gaming expanded TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
easy,9.26,9,08x LEISURE gaming expanded TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,Regular
I need help,9.26,9,08x LEISURE gaming expanded TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
I can do it,9.26,9,08x LEISURE gaming expanded TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
I want to do that again,9.26,9,08x LEISURE gaming expanded TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
I don't know,9.26,9,08x LEISURE gaming expanded TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
I want to do something different,9.26,9,08x LEISURE gaming expanded TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
wait a minute,9.26,9,08x LEISURE gaming expanded TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
I am writing a message,9.26,9,08x LEISURE gaming expanded TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
this game is too easy,9.26,9,08x LEISURE gaming expanded TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
this game is too hard,9.26,9,08x LEISURE gaming expanded TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
we should save now!,9.26,9,08x LEISURE gaming expanded TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE gaming core TEEN -> 08x LEISURE gaming expanded TEEN,WordList
it's,3.26,3,19 MAGIC WAND access settings,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
it's,3.26,3,19 MAGIC WAND access settings,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
I,3.26,3,19 MAGIC WAND access settings,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
my,3.26,3,19 MAGIC WAND access settings,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
I,3.26,3,19 MAGIC WAND access settings,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
something,3.26,3,19 MAGIC WAND access settings,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
it's,3.26,3,19 MAGIC WAND access settings,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
it's,3.26,3,19 MAGIC WAND access settings,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings,Regular
page,4.26,4,15 TOPICS blank 1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15aa TOPICS index pg2 -> 15 TOPICS blank 1,Regular
sport,4.26,4,15g TOPICS Sports words,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
bat,4.26,4,15g TOPICS Sports words,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
ball,4.26,4,15g TOPICS Sports words,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
racket,4.26,4,15g TOPICS Sports words,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
referee,4.26,4,15g TOPICS Sports words,411.43,756.0,"(4, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
team,4.26,4,15g TOPICS Sports words,137.14,756.0,"(4, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
sports,4.26,4,15g TOPICS Sports words,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
winner,4.26,4,15g TOPICS Sports words,137.14,540.0,"(3, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
score,4.26,4,15g TOPICS Sports words,685.71,540.0,"(3, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
loser,4.26,4,15g TOPICS Sports words,411.43,540.0,"(3, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
court,4.26,4,15g TOPICS Sports words,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
pitch,4.26,4,15g TOPICS Sports words,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
stadium,4.26,4,15g TOPICS Sports words,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
goal,4.26,4,15g TOPICS Sports words,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
league,4.26,4,15g TOPICS Sports words,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
trophy,4.26,4,15g TOPICS Sports words,137.14,324.0,"(2, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
first,4.26,4,15g TOPICS Sports words,411.43,324.0,"(2, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
second,4.26,4,15g TOPICS Sports words,685.71,324.0,"(2, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
third,4.26,4,15g TOPICS Sports words,960.0,324.0,"(2, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15g TOPICS Sports pg1 -> 15g TOPICS Sports words,Regular
noughts,4.26,4,15b TOPICS Toys and Games pg2,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
dominoes,4.26,4,15b TOPICS Toys and Games pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
connect,4.26,4,15b TOPICS Toys and Games pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
game,4.26,4,15b TOPICS Toys and Games pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
board,4.26,4,15b TOPICS Toys and Games pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
bingo,4.26,4,15b TOPICS Toys and Games pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
snakes,4.26,4,15b TOPICS Toys and Games pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
hide,4.26,4,15b TOPICS Toys and Games pg2,137.14,324.0,"(2, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
chase,4.26,4,15b TOPICS Toys and Games pg2,411.43,324.0,"(2, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1 -> 15b TOPICS Toys and Games pg2,Regular
art,3.26,3,15u TOPICS Art & Craft pg1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
craft,3.26,3,15u TOPICS Art & Craft pg1,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
paintbrush,3.26,3,15u TOPICS Art & Craft pg1,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
paint,3.26,3,15u TOPICS Art & Craft pg1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
paper,3.26,3,15u TOPICS Art & Craft pg1,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
crayon,3.26,3,15u TOPICS Art & Craft pg1,685.71,972.0,"(5, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
felt,3.26,3,15u TOPICS Art & Craft pg1,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15u TOPICS Art & Craft pg1,Regular
